"Gene","GSM3577568","GSM3577569","GSM3577570","GSM3577572","GSM3577573","GSM3577578","GSM3577579","GSM3577585","GSM3577586","GSM3577587","GSM3577588","GSM3577590","GSM3577591","GSM3577592","GSM3577593","GSM3577594","GSM3577596","GSM3577598","GSM3577599","GSM3577600","GSM3577601","GSM3577602","GSM3577603","GSM3577604","GSM3577605","GSM3577607","GSM3577609","GSM3577611","GSM3577613","GSM3577616","GSM3577617","GSM3577618","GSM3577620","GSM3577622","GSM3577623","GSM3577624","GSM3577626","GSM3577627","GSM3577628","GSM3577630","GSM3577631","GSM3577633","GSM3577634","GSM3577637","GSM3577638","GSM3577639","GSM3577640","GSM3577641","GSM3577642","GSM3577645","GSM3577646","GSM3577648","GSM3577649","GSM3577650","GSM3577651","GSM3577652","GSM3577653","GSM3577655","GSM3577656","GSM3577657","GSM3577658","GSM3577659","GSM3577660","GSM3577662","GSM3577663","GSM3577664","GSM3577665","GSM3577667","GSM3577670","GSM3577671","GSM3577673","GSM3577674","GSM3577675","GSM3577677","GSM3577678","GSM3577681","GSM3577683","GSM3577684","GSM3577686","GSM3577687","GSM3577688","GSM3577689","GSM3577690","GSM3577691","GSM3577692","GSM3577693","GSM3577696","GSM3577697","GSM3577698","GSM3577701","GSM3577704","GSM3577709","GSM3577711","GSM3577714","GSM3577716","GSM3577718","GSM3577719","GSM3577720","GSM3577722","GSM3577723","GSM3577724","GSM3577725","GSM3577726","GSM3577727","GSM3577728","GSM3577729","GSM3577730","GSM3577731","GSM3577732","GSM3577734","GSM3577735","GSM3577736","GSM3577737","GSM3577738","GSM3577741","GSM3577742","GSM3577743","GSM3577744","GSM3577747","GSM3577748","GSM3577750","GSM3577751","GSM3577753","GSM3577755","GSM3577756","GSM3577757","GSM3577758","GSM3577759","GSM3577761","GSM3577762","GSM3577763","GSM3577765","GSM3577766","GSM3577767","GSM3577768","GSM3577770","GSM3577771","GSM3577772","GSM3577773","GSM3577774","GSM3577776","GSM3577778","GSM3577779","GSM3577780","GSM3577781","GSM3577782","GSM3577783","GSM3577784","GSM3577787","GSM3577788","GSM3577789","GSM3577790","GSM3577791","GSM3577792","GSM3577793","GSM3577795","GSM3577796","GSM3577797","GSM3577798","GSM3577799","GSM3577802","GSM3577804","GSM3577806","GSM3577807","GSM3577808","GSM3577809","GSM3577810","GSM3577815","GSM3577816","GSM3577817","GSM3577818","GSM3577819","GSM3577822","GSM3577823","GSM3577824","GSM3577827","GSM3577828","GSM3577829","GSM3577830","GSM3577831","GSM3577833","GSM3577834","GSM3577836","GSM3577837","GSM3577839","GSM3577840","GSM3577841","GSM3577842","GSM3577843","GSM3577845","GSM3577846","GSM3577847","GSM3577848","GSM3577849","GSM3577850","GSM3577851","GSM3577852","GSM3577853","GSM3577854","GSM3577855"
"NUPR1",7.991159066,6.238948409,6.271548835,5.971210873,5.698749474,7.123072312,5.804485496,4.960134937,5.954328912,3.489806888,7.886075614,6.982310084,4.567479317,4.940535486,6.510515462,6.226455865,5.590647209,7.184285876,6.064203501,5.686936097,5.780927583,5.358024768,5.664611278,4.775610268,6.595537946,7.128111984,6.089013948,6.921799929,4.384263633,6.376425059,6.742641594,7.351746353,4.481548812,5.684936196,5.691060012,6.099284117,5.342270968,6.685404975,5.252805718,6.026046866,6.411779805,7.17709153,5.279714497,5.68270633,5.052464479,7.30852227,5.600944785,5.505582392,3.870078686,6.718583218,5.067864505,6.190746702,5.709283322,6.458290672,5.127590925,6.110391579,5.657960398,5.52045959,6.714860168,6.080726239,5.64386855,4.440328901,7.062386481,7.562866834,5.7343898,4.406468536,5.760556372,6.035915402,7.321627211,7.053266988,7.709196716,5.470269896,5.995376895,7.021607057,4.417571172,5.074146159,5.087008884,5.927493398,4.195817073,5.798918555,5.900820223,6.356968875,4.310827816,4.604872301,5.022752499,7.318266368,5.973845987,6.378782065,5.639665433,5.151884992,7.04528838,4.61139501,5.922166748,3.848345188,5.887350369,4.000187795,5.378035339,5.323450256,5.613563049,5.851858041,7.01004635,8.308498656,5.35691923,5.899959089,6.654351339,5.061566683,5.058242996,6.188052441,6.411071086,6.291256624,7.01587767,4.853780882,7.267425194,5.081667136,4.646380691,8.32849683,7.171371218,4.242610522,6.380507414,4.824369973,8.416285502,5.518399849,6.305826096,4.657173824,5.870603262,7.337366341,4.12188151,6.552635566,5.3493809,5.417428622,3.471703111,5.704236686,6.983561546,6.675716938,6.372560917,5.893229975,6.383539607,6.148859024,5.969607334,6.840265774,5.842838333,5.344770194,5.044902952,6.194191153,4.545400623,8.026333063,5.706919485,6.086454358,5.790308649,6.540731908,5.381657474,7.523980246,5.315157045,5.191132093,7.38268744,5.192879628,6.634501043,5.932556978,7.175095359,6.625854252,6.655368024,4.73206221,7.542931109,8.461530272,4.899266867,5.729225193,6.760646907,4.631013628,7.084358836,6.901809733,6.771302235,6.577037303,6.639061764,7.028499198,5.588433721,6.886541364,2.99607187,6.680213204,5.949568369,5.867249911,6.3848769,6.879272917,5.709766781,4.573378254,5.578314197,4.949020095,6.669871866,7.09890468,5.47761592,5.661986765,7.099996787,6.328460537,5.374520295,4.874993714,6.018896235,6.890397733,6.066751392,6.485143714,4.946420872,5.983690569
"PIK3R5",3.483925655,3.268063077,3.358854694,3.820365062,2.473911436,4.116590867,3.364967486,1.811035386,3.978930599,0.61491884,2.948096543,3.312584683,1.326698904,1.105870347,3.847396542,3.507405497,0.800152125,1.449129666,0.59571992,2.628498559,3.13182408,0.429439721,0.477633646,2.144070523,2.220836749,3.350718807,2.865762182,2.440280905,1.87973797,3.342019878,3.277017303,1.430561762,1.990553728,0.315362991,2.22409944,1.381883938,2.27333788,1.00922457,1.913860502,3.586994822,3.539385812,3.161840635,1.657784837,3.923097459,3.161749621,2.840366646,2.590399579,0.78425461,0.923538724,3.470431977,3.264895753,1.846269907,3.218497328,3.283430163,1.960166003,1.34130137,3.057655981,0.924658243,1.128638289,3.137335736,3.931451599,2.413174864,2.095439892,3.291242912,0.484057646,1.210508027,3.273512764,4.333049105,3.41519182,3.902712521,3.964690743,3.233830394,3.562119492,2.441376185,-0.456102945,2.891821703,2.617987292,2.127656455,1.833407112,3.245313263,2.662974695,1.939017404,2.525253531,1.379109003,1.722923702,3.473485178,1.751695232,3.074105484,2.643484491,0.620473476,1.692034804,1.675625694,1.641387824,2.252758131,1.857169164,2.127752633,3.490561071,2.484310174,2.948418357,2.217809003,4.084053125,3.796500613,3.444237824,2.866225267,1.898933338,3.080241538,0.10858725,3.458261209,3.755697866,4.266286211,0.059989065,3.120176169,3.996125027,2.083886588,1.28603822,2.620669424,2.486464263,1.960457196,3.896807474,2.774239421,2.259029031,2.489353936,1.008333495,2.137558535,3.198409359,3.078344732,1.43626785,1.454290148,1.923127561,3.14303511,1.53836283,1.843558251,3.540021526,2.009609805,3.139344928,2.200535655,0.869170824,2.880883619,1.410213172,3.569701857,3.007578906,1.947254083,1.952026095,1.3795204,1.379266306,2.997106834,3.149555839,3.584290044,3.173853288,4.851155088,2.454766171,2.804586445,2.558812819,1.963731974,2.217326479,3.107804628,2.416500748,3.500305384,3.235327151,1.488271467,1.268478883,2.566974713,2.775043424,4.015173426,1.486692647,2.894604288,1.127654211,2.493916643,3.314251357,3.109217106,3.430001855,1.034021149,3.697276179,3.32499257,3.393835791,3.409547335,0.630988628,3.338440315,1.257506358,3.503945501,3.680860994,3.197979264,2.381094819,2.116863468,3.451128355,2.072172418,4.447985259,3.359142544,2.206704586,1.76808143,3.996412246,3.864279877,3.245840126,3.18399827,3.899146461,2.533400526,3.285441379,2.28151274,3.469655246,3.643361595
"PRELP",6.108676805,6.207478979,5.489885297,6.346144728,6.04770379,6.532613648,5.365451888,5.770378446,6.012677089,3.893620783,5.656453042,6.287891866,5.611868801,5.145212964,6.725792858,5.446818568,5.455702162,6.261028781,3.807361822,5.569629075,5.849419161,4.792286362,5.210160679,4.657147953,6.444474081,6.49177937,7.11422817,5.288676867,4.838379763,7.412807592,5.790498411,5.447726551,4.92878402,4.041966528,5.587593884,4.748848966,4.132296114,5.988105568,5.353840568,6.811264113,6.171151459,5.100968542,5.47220777,5.868004806,5.57400881,4.761901504,6.186407521,4.133684814,4.135842464,6.540517054,5.577976045,6.232362819,3.663794411,5.258772937,5.601210587,5.331307544,6.575449389,4.792835458,5.598944842,5.492386036,5.766929157,4.902842281,6.210721059,6.587211995,4.837096763,4.47625355,5.670823897,6.26511856,7.156628446,6.931665821,6.283530312,5.389841033,6.016530736,5.892890498,3.813541766,5.454294955,5.840393634,5.763681468,4.632024408,6.428669086,6.400012404,5.734902825,5.132916232,5.114021889,5.169304891,6.592373141,6.79044614,6.600560631,4.730100925,4.457011496,6.640316317,4.820262056,4.914557653,4.367924685,5.94906619,3.399131913,5.633330441,5.734732652,5.619537091,4.93435056,6.947947313,7.316130364,5.957951141,6.261147591,4.956762668,5.285835854,4.781231716,5.494062621,5.934054688,5.110476234,4.876911204,4.290026203,7.622432959,4.937661614,4.513389567,6.085948091,6.551773568,4.497617294,6.21830339,6.133180759,6.110514776,4.801862009,4.922430828,5.162118081,5.345866145,6.872088779,4.958731658,5.219597355,5.257447729,5.774031608,3.908621993,5.970347492,6.57847163,5.427180471,5.645483921,4.270684451,4.707413958,6.449625414,5.583277834,7.217069234,4.85103873,5.289673866,4.394716371,5.574568034,5.035248864,6.152757387,5.408614778,5.908384773,6.143100167,6.788679687,5.132969863,6.177362058,4.926938559,5.032387146,6.414550974,5.691264079,5.982802482,6.451599826,6.926406604,5.351290917,5.534395964,4.055601282,6.640159737,7.043599353,4.387451903,5.758046433,5.960110534,5.203916583,6.343042364,6.448141618,5.437625404,3.98671748,5.73246645,6.62891522,6.336707832,6.699267513,4.386528219,6.796523786,4.902748137,6.068744777,6.105843336,5.29089647,5.63839478,5.85302604,5.559350112,5.007538324,6.889054004,5.938722555,5.363532086,6.081414168,6.028316568,6.221211844,5.646284549,4.43024699,5.559946453,6.294671262,5.92161838,6.118491569,6.64303384,5.305475224
"PRX",4.690033822,5.32429377,3.74855313,4.180373423,4.05989883,3.838686978,3.708544303,3.532221738,3.873948027,1.654696313,3.932784744,3.723218743,3.341829022,3.41812467,3.705716535,3.998774027,3.078791952,3.323991792,2.276728423,4.067473802,3.974158732,3.079051396,2.828519026,3.045470227,3.826453744,4.70369015,4.21729484,3.302600453,3.13149782,4.760195796,3.874737061,3.869205123,3.419566259,2.433601651,4.145418462,3.094485147,3.159982055,2.911908679,3.537268637,4.249234541,4.981417619,4.483150078,3.259370828,3.562645813,4.468862507,4.810686982,4.237428843,2.206724226,2.572402931,5.089044685,4.52506451,4.112659897,3.405950113,3.606638842,3.521959152,3.447036578,3.756949186,4.371673859,3.085832064,4.223643997,4.511616753,3.777898432,3.635320608,4.249618096,2.552769668,2.592452064,3.756818389,4.783549389,5.568663265,5.239738546,4.067806226,3.907381677,4.540782837,3.66867001,0.891610258,3.94877044,4.246739181,3.929816801,3.922139099,4.164461106,3.396957792,3.302289579,3.533862729,3.666951654,2.892467048,3.776684208,3.394188878,4.894694669,2.958300894,1.939553262,4.290271074,2.629115301,2.986581306,2.845906354,3.225204027,2.461869266,4.5817561,3.830646744,3.674034863,2.172690506,3.496317125,4.436339164,4.226550148,4.996016791,4.026629049,3.248836486,2.379496856,3.367774424,4.795301247,4.223820025,2.868482118,3.875139326,5.444778279,3.645198034,3.32655473,4.412378967,3.724451512,3.35274245,3.636505383,3.810898785,3.700232761,2.991345373,3.09712809,3.301515071,3.838452148,4.275968032,3.934430155,3.038574528,2.837589699,4.880330503,2.957367545,3.262558736,4.387748022,2.411133473,3.639463396,4.574686508,2.648609684,4.804862434,2.775821394,4.325183762,3.084716379,3.279527878,2.508185823,4.415325669,4.377272821,4.431815557,3.534315755,3.863033335,4.666244336,4.400376015,3.457852611,4.013503542,4.004564616,3.661035926,3.196182887,3.6683122,3.923920568,5.279119345,3.624408991,3.407791203,2.678839834,2.117392547,4.431599451,5.069828554,3.213249268,4.379661273,3.412458179,3.644231409,4.344784649,4.081760594,4.254675235,2.032093401,4.395753895,4.058464275,5.693179919,4.244776855,3.331874482,4.510015378,3.295303929,3.679578721,3.588740154,4.407308293,3.690655121,3.564840214,4.054136229,2.354373561,4.86188572,4.603186363,3.420690847,3.928660244,4.70544898,4.118827967,3.220468677,3.559368666,4.102263757,3.966128022,3.861273455,4.068442233,3.777627204,3.699109329
"TCEA3",2.668747836,3.529396075,2.804623596,3.000123222,3.131097123,3.29272017,2.365627547,2.1583214,1.952865871,2.494000021,4.900112236,2.736388943,2.654083806,2.28114904,2.674645202,2.815334749,2.831910944,3.122740614,2.304555572,2.906057768,2.655366412,2.551792983,2.806254975,2.346593858,3.34777282,3.238618967,1.969773362,3.472907136,1.786732561,2.261502431,2.373838854,2.539273401,2.082920999,2.539892997,2.752010591,3.000341452,2.593313041,2.64267195,1.858214133,2.462366018,3.460859324,2.311698696,2.410038285,2.566632782,2.7452528,3.082096349,2.549981372,2.929757093,2.056060519,2.448995084,3.170073095,2.19609348,2.724151529,2.443337858,2.231092677,3.701780351,2.115852747,3.315075048,2.853920291,2.643722696,3.178922752,2.270093963,3.220133703,1.573317293,1.753495139,2.503944716,2.962920872,2.942440619,3.071251009,3.372335193,3.116438727,2.157887244,3.167451509,3.809187426,2.818987881,2.822090388,2.411372467,3.651095656,2.247440541,2.868740644,2.705194045,3.532195888,2.224318983,2.328054935,1.810879538,3.576285744,3.665788989,2.714261289,2.22537612,2.869337951,3.025557533,2.015977929,3.398348979,1.484655442,2.016262558,1.74527431,2.889883843,2.419278153,2.935705383,3.262026736,3.616276894,3.43851641,2.748671359,2.544063781,2.95444868,1.945596203,2.732184502,2.884174393,2.985057128,3.149018232,3.261794235,2.259712505,3.19098565,2.952191006,2.67201442,3.56275609,4.628322168,2.174501388,2.389598151,2.477228597,3.690606949,2.502634887,1.882067504,2.314648604,3.013471677,3.328468966,1.994517925,3.027729705,2.211446616,2.923789283,1.973909394,2.663787843,3.364271829,3.479404284,2.818754685,2.351512071,2.188481473,2.931288836,3.964789333,3.101390594,1.342354614,2.835659173,2.539036279,3.07004641,2.012857482,2.969997906,3.259768939,2.290757448,2.416093296,3.266388786,2.561594748,2.985521361,2.649617623,2.287781332,3.539534822,2.564717554,3.538982236,2.981678652,2.551685143,3.31563907,3.253717146,2.695925679,3.5900599,2.996535209,1.528435227,2.894604288,3.266091411,2.972167735,3.078490046,3.18080177,2.327518909,2.590557401,2.571394701,3.181520701,3.1450694,2.579766997,1.565600198,2.74944108,3.537561542,2.467919098,3.362636529,2.955556191,2.171622778,2.141341172,2.676039631,1.581989677,2.730244144,2.331100317,2.170668798,2.78076335,3.095199622,3.277540957,2.847729808,1.729438943,2.49419038,3.338715239,3.106262447,2.953988207,2.443253316,2.589297542
"TMPRSS5",5.555696281,5.424091106,4.548110348,5.386624302,3.919668899,3.896070575,5.191870453,3.171496019,3.897574643,3.069405673,4.661106293,4.029538551,3.76911983,3.894314784,3.509766996,6.530364029,4.612302327,7.249681388,4.435919891,6.789300671,3.91288869,5.525573114,4.337106123,5.814155783,4.112883584,6.44623906,3.249270395,6.85613638,5.956420411,6.368810414,6.416308642,6.128878478,3.343185434,6.422152763,6.690603381,4.091721011,4.633599472,2.819713033,3.360304624,4.357621066,4.311169983,3.939372034,3.140269161,5.722049314,5.47654888,4.489658533,3.894229169,4.991879792,2.171991595,5.945639101,4.262439832,3.86381485,4.593419069,4.251402734,5.479130149,4.179478665,2.953240621,5.790441382,6.503920508,3.165687464,4.568314133,6.827612069,5.498884423,6.351836646,7.256319874,3.525701167,4.378902417,4.883321033,4.008854509,4.843018515,3.606318133,4.270353633,4.572870815,6.090363563,2.772184023,5.307651148,4.277532581,5.539536805,4.551621919,7.225680177,3.742693162,4.728672669,4.872654746,3.333988585,3.759907822,4.453464784,5.233993049,4.330126576,5.699304944,6.482414482,5.733529752,4.19566289,4.727199788,2.940035716,3.196409935,3.476550129,4.260914448,3.860893422,4.275530246,5.373716344,5.382481629,4.736508089,4.36382457,7.800167843,4.770795871,6.626031301,5.922242666,4.207490902,4.349246861,7.322322325,4.906355934,4.033338816,5.495435382,3.637022365,5.206439949,3.43480331,5.485074045,5.561141902,4.516485759,4.491891342,5.069098961,3.444434478,6.907609658,3.942637133,5.812179498,6.307116147,3.105231324,4.815266332,5.209792441,4.583327529,3.286513537,5.456804895,4.705131903,4.129019927,6.100489672,4.686464378,7.620531019,7.127602993,4.710166962,7.23312016,3.744311104,5.593525783,3.373185193,5.417396292,3.322953795,7.999353912,5.994403183,4.847244632,4.360313026,4.960585032,5.734329643,4.951149679,3.851122964,4.018879395,6.201763539,6.28440212,7.587888251,7.192334587,6.827913251,5.244266233,4.650250125,5.130843082,5.440598966,5.115534601,4.630438453,4.404180129,6.215535758,3.957111246,6.656538227,4.024540359,3.787174465,3.606123453,4.331316171,4.566374584,6.414127503,3.426501734,4.620655118,6.086984408,5.087322946,5.767330596,4.453394531,5.09983851,5.302240045,3.256661677,3.941473302,5.649718648,4.641850268,6.366660546,5.883835546,3.991763187,7.662095962,3.520936299,6.501870221,5.264011053,5.408565303,6.620375832,4.447665378,7.173233162,5.527224142,7.247176122
"CHML",0.675555053,2.062709895,2.075267628,1.563464602,2.589506947,1.666526336,1.929994176,2.946916166,1.1449842,4.725655764,-0.082482126,1.026322844,2.98117907,2.28114904,1.23001744,1.969237988,2.669207048,1.03983979,2.751305294,1.559698643,1.972255772,1.765472668,1.64752147,2.372423433,1.056662523,1.364525227,1.615114339,1.507148951,3.884190543,1.486742075,1.653642245,1.625362699,3.778396438,1.702445751,2.04224425,2.384319718,3.848988007,1.849878502,2.663232709,1.896495409,1.068948177,0.539141309,2.890657809,2.050215688,2.469405334,0.953332053,2.352623701,3.271049493,3.739258125,1.173816027,1.665200636,2.817430249,1.569478467,2.402483309,3.232243409,2.574429546,1.574367877,2.374380377,1.093553656,1.667204401,1.973924626,2.4059878,0.615063554,0.64594761,3.438617162,3.748425874,1.549564828,1.41862297,1.226966985,1.973022065,0.730687072,1.658862169,1.256079353,1.771944908,4.224056242,1.891370301,1.535878255,1.409548848,2.929567928,1.683549346,1.705493142,3.118516964,2.877477403,3.010579364,3.049872457,1.194536442,1.766200501,1.751367354,3.099329636,3.695853167,2.03133919,3.429788782,1.36322819,3.494031193,3.061496094,3.535022978,1.399004831,2.169769769,1.490188427,1.637908096,1.309654486,-0.075954629,1.198438309,1.597430562,1.580164137,2.027377824,2.026202019,2.70850804,2.337399474,0.560381048,1.44646249,3.32531521,2.078379675,2.603533591,3.083779434,1.616571303,1.494857744,3.499704064,1.61840668,2.198934966,1.133303687,2.682616528,0.705784076,2.83386887,2.293788394,-0.332563704,3.799426705,2.461861092,1.650730353,1.270751614,3.780145412,2.127711444,0.734018034,2.378913553,1.141715685,1.568796227,0.231776966,0.773054916,2.775821394,1.338869702,2.172667139,2.222962644,2.884782603,1.874625227,2.686539354,0.671953867,2.029775579,2.143951995,1.980542151,1.206122173,1.706242526,0.866758775,2.438587863,2.574704588,0.082476876,1.563779444,0.456374281,1.645888894,0.632475954,1.488271467,1.298444517,3.379666934,1.036431883,1.729465585,3.359185298,1.940586721,1.55740513,3.224181241,0.449645581,1.825556598,1.435176946,1.247614419,0.826355907,1.06858433,1.963798733,1.197709436,3.550382545,0.751343131,1.629817549,1.286195672,1.510424038,1.657829026,2.369579873,2.613247757,2.32035284,3.161843385,2.325385121,1.801608698,2.334348098,2.205696091,0.72234796,2.166034351,1.786727857,4.878893823,1.772353497,1.447473346,1.687631874,0.636858042,2.425439828,1.193408586
"ELOVL4",2.47053769,1.201666144,2.491396142,1.909362319,1.762439066,1.908829156,2.500159461,4.397881651,2.555141441,4.841326682,1.535129291,2.501296165,3.829476947,4.154914256,3.352871617,2.116919736,3.665494058,3.115274285,2.724088889,2.249554971,3.493197691,3.147504477,3.179749695,3.957712251,2.605476797,2.214270004,3.249270395,2.315539968,4.559659015,1.952937604,1.887192445,4.577015742,4.64803001,3.380470377,3.01007118,2.747430523,4.297064514,4.176867391,4.111386898,2.708941361,1.496992212,3.090124179,4.501425857,2.80981,2.338971817,1.968877107,3.651595526,4.020037542,4.594913037,1.294110154,1.950310437,3.653679387,2.38899408,3.267592452,4.214195287,3.938181645,3.38649246,3.161212744,2.266977513,3.14305083,1.852134923,3.706567208,0.746624247,2.133233767,4.273652068,4.545987949,2.200358072,1.651342123,1.080292546,1.222325188,1.793649304,2.457547029,1.592952164,1.903183,5.350656577,3.202907756,3.046354518,2.55321511,3.832701353,2.891814039,2.970488358,1.987516853,4.132868072,4.44558264,4.693108518,0.856120716,1.836616694,2.534647179,3.289758193,4.480937849,2.759631271,4.081514934,2.568783409,4.654295766,4.839092864,4.504005216,2.229349258,3.365849051,2.707946006,2.663302722,1.661629252,1.761890201,1.876530695,1.812480455,1.932852552,3.974681914,2.786369312,3.063994709,2.618823785,1.521102851,2.419744672,3.830029094,1.539169664,3.766331744,3.819371624,2.902881802,1.905704607,4.130183997,2.522655983,3.726305786,1.652786386,4.04847219,2.962738887,4.093524216,2.620450034,2.260509463,4.840794795,3.97489613,3.573169085,2.39603489,4.288299364,3.860672872,1.735907491,3.60077795,2.577408089,2.8195667,1.159836139,1.887273781,3.519716469,1.648384069,3.181542004,2.895929116,3.933594694,1.027058838,3.469183713,1.269422174,1.438129248,4.069677778,2.015585991,1.452843838,3.273175235,2.267440802,3.28096495,3.362605123,1.816214495,1.563779444,1.411407041,1.786493966,2.246411559,2.498588663,3.021921652,3.509758042,1.874170619,2.286184248,4.630438453,2.994870558,3.001102132,4.030808703,1.658522909,2.68578441,2.51898871,3.71483472,1.480901136,1.633110776,1.192229574,2.967310847,4.408001257,2.429265728,1.938794508,2.882862052,1.724689117,1.499122142,3.359197926,4.272775671,3.009856473,4.022509154,1.527653782,3.022100504,3.566486917,3.276259453,1.610436991,2.002915606,3.014468215,4.444352538,2.6141998,1.40361966,2.418727688,1.127522073,3.720338603,2.017511341
"GAD1",4.18003837,3.652370985,3.892376349,3.803915322,3.174942527,3.94487455,4.346891027,5.199410735,3.633834034,7.067525185,4.201445491,3.960204539,6.392293677,4.480123668,5.139368241,2.888423236,5.005226852,5.059602484,6.267572724,4.190049641,4.803431524,5.768796219,5.000641464,5.758924505,4.774061673,4.84757245,4.673322006,2.897340089,5.484710575,3.957373074,3.052547281,4.338506105,5.436529405,5.177468048,4.3338204,6.354028202,5.323283542,5.802859529,5.478101141,3.76710515,3.592350489,4.564787817,6.451131712,3.982211549,4.439321976,2.621573819,5.072234782,5.484565268,6.919431695,4.028186433,3.886501916,4.61677741,4.740071337,4.839370919,4.924915132,6.382628638,5.101420476,6.27441102,4.687817697,4.486707059,4.157157271,6.067769559,2.898056188,3.469848862,5.730271001,6.082355496,4.318626692,3.173786367,2.159553464,4.017509273,3.623346076,3.667245088,3.356282936,4.168775056,7.504387252,5.065119259,4.41733109,4.602281672,6.671796723,4.636896983,3.920463386,4.299896548,5.303465387,6.348372601,5.64361773,3.592728924,4.690790141,3.297952984,4.710244314,5.86073962,4.943002279,6.738155046,5.434632426,6.379117373,5.320050058,6.432929844,4.436822685,4.956697167,4.428550572,5.361202791,4.292905531,3.757946855,3.830752332,3.177939476,3.269639628,5.840068197,5.210226852,4.417539249,3.74939941,3.716977945,5.856127964,5.10723154,3.786795298,5.432838271,6.836197909,4.0093543,4.217525228,6.804760662,4.311053001,4.569483761,4.225192187,5.804371629,4.947557418,5.687945096,4.117977995,3.632949735,6.709399796,6.052391866,5.697448943,5.140157078,6.954641875,5.384210908,3.103190649,4.338981476,4.354749957,4.278783393,2.816655319,3.600824515,5.268621934,3.886228697,4.852509951,5.375670149,6.185434375,2.581480792,4.617753463,4.546360143,3.976585993,5.519152377,3.094129312,5.067595458,5.271610642,2.59766117,4.677555511,5.754080066,4.346969805,3.359690965,4.059359499,3.430578137,3.492416266,5.304109676,5.685195051,4.827280663,3.608082709,3.701098604,5.452871334,4.866500624,3.932650584,6.654046018,3.452422092,4.48906839,4.188105919,6.839989355,2.700908369,3.850961905,3.088060288,4.561098335,6.681156044,3.382307378,3.428602838,4.392352382,3.492877209,4.123026864,4.813046828,5.456054704,5.596146382,6.481738228,3.821782259,4.197873451,4.09470792,4.445527401,2.441861518,3.962693848,5.226259626,6.95792731,6.158309321,3.185288876,4.663999944,3.597607302,5.470806793,3.40303974
"GAD2",1.992039947,0.879310114,1.875311903,2.013180348,0.205021193,2.104820161,3.259308235,4.379464778,1.913675947,6.371910578,0.417027663,2.552929366,5.307897955,3.199773071,3.694219283,1.436012061,3.621665689,3.780958861,4.947739761,2.68190773,3.310899655,4.410218962,3.54500907,4.61719717,3.78046529,3.281683548,2.69559009,0.999670971,4.643278484,0.13981739,0.782768108,2.547310409,4.159724431,3.783837746,2.598252428,5.130207894,3.803560356,4.572541708,4.053102658,2.933898487,0.253519606,3.573967366,5.605296837,2.26494675,3.518850309,-0.292385227,3.732079178,3.705771492,6.093439089,1.255116056,2.61997583,3.392649978,3.03090023,3.303540751,3.780094403,5.27650565,3.939299277,5.393074921,3.003171648,3.284212454,0.956632423,5.229298414,1.154615623,1.170031149,4.201433839,5.162645232,2.583073189,0.61996699,-0.092625577,-0.43332531,1.651481743,1.689905022,-1.147200848,2.068912866,6.116694757,3.411965343,2.829238954,3.241399488,5.650177861,3.195184693,1.464593789,2.932852852,3.697226414,5.423068995,4.58031243,0.0815574,3.251989962,1.343178753,3.830826,4.625053635,3.358428204,5.736298434,4.252660427,4.866583752,4.268850451,5.333844694,2.819044579,3.556002488,2.922879387,4.063415485,1.22160138,0.850928853,1.592730308,1.139384632,1.965992576,4.50374402,3.877506582,2.508447492,1.801067704,2.25616886,4.408551481,3.802819465,0.721664581,4.288838204,5.802683035,2.176530444,2.105695334,5.889702002,2.709724611,3.257694707,2.430752501,4.971449838,3.376262821,4.572597343,2.458933483,2.153469825,5.727365687,5.158769683,4.805636435,3.904770659,5.782793198,4.13072967,1.653334255,2.733411878,3.355090521,2.727889029,1.772592125,1.845828617,4.366957914,1.179329586,3.449943016,4.47006714,5.015588353,0.093036659,3.176273957,2.666559268,2.004668949,4.130735253,0.907928623,2.613163132,4.053637358,0.346033537,3.579888243,4.553746058,2.653547447,1.245835192,2.0364629,1.116603645,1.437405632,3.678331046,4.045761291,4.181077828,1.036431883,0.85958575,4.468317692,3.424498146,1.809736055,5.831571,1.560054207,2.302904028,2.230480571,5.448983436,0.463753084,2.384682158,0.677671539,2.742058919,5.383594719,0.825854142,2.193129778,3.139724086,0.677602556,3.123260035,3.554904025,4.276463913,4.401082044,5.42522504,1.72950843,2.620616871,2.953782709,3.146136558,0.09778089,1.198217797,3.785115868,5.879390372,4.791890402,1.40361966,3.424546581,1.716834435,4.077639455,2.080733399
